timestamp,symbol,type,price,size,bid,ask
1766134800005670724,AAPL,QUOTE,0.0,0,271.32,0.0
1766134800005693786,AAPL,QUOTE,0.0,0,271.46,0.0
1766134800005696100,AAPL,QUOTE,0.0,0,271.46,273.14
1766134800005697253,AAPL,QUOTE,0.0,0,271.65,273.14
1766134800005736592,AAPL,QUOTE,0.0,0,271.65,273.01
1766134800005740198,AAPL,QUOTE,0.0,0,271.65,273.0
1766134800005769985,AAPL,QUOTE,0.0,0,271.65,273.0
1766134800008249170,AAPL,QUOTE,0.0,0,271.89,273.0
1766134800008882215,AAPL,QUOTE,0.0,0,271.89,272.82
1766134800037310518,AAPL,TRADE,271.53,20,0.0,0.0
1766134800038006149,AAPL,TRADE,271.75,50,0.0,0.0
1766134800038019238,AAPL,TRADE,272.0,10,0.0,0.0
1766134800038274158,AAPL,TRADE,271.76,6,0.0,0.0
1766134800038478009,AAPL,TRADE,272.0,1,0.0,0.0
1766134800038742013,AAPL,TRADE,272.0,1,0.0,0.0
1766134800039376153,AAPL,TRADE,272.0,64,0.0,0.0
1766134800039383216,AAPL,TRADE,272.0,36,0.0,0.0
1766134800041917012,AAPL,QUOTE,0.0,0,271.89,272.0
1766134800042102968,AAPL,QUOTE,0.0,0,271.89,272.0
1766134800042128428,AAPL,QUOTE,0.0,0,271.89,272.0
1766134800042618482,AAPL,QUOTE,0.0,0,271.89,272.0
1766134800042782013,AAPL,QUOTE,0.0,0,271.89,272.0
1766134800042814894,AAPL,QUOTE,0.0,0,271.92,272.0
1766134800062208334,AAPL,TRADE,272.34,1,0.0,0.0
1766134800064392724,AAPL,QUOTE,0.0,0,272.2,272.0
1766134800103678846,AAPL,TRADE,272.0,162,0.0,0.0
1766134800103680077,AAPL,QUOTE,0.0,0,272.2,272.09
1766134800104046851,AAPL,TRADE,272.25,5,0.0,0.0
1766134800104050309,AAPL,QUOTE,0.0,0,271.92,272.09
1766134800104051997,AAPL,TRADE,272.22,3,0.0,0.0
1766134800104052055,AAPL,TRADE,272.2,1,0.0,0.0
1766134800104052254,AAPL,TRADE,272.2,100,0.0,0.0
1766134800104058253,AAPL,TRADE,272.18,50,0.0,0.0
1766134800104060160,AAPL,TRADE,272.04,3,0.0,0.0
1766134800183463747,AAPL,QUOTE,0.0,0,271.66,272.09
1766134800187047355,AAPL,TRADE,272.0,36,0.0,0.0
1766134800362191293,AAPL,QUOTE,0.0,0,271.78,272.09
1766134801007082272,AAPL,QUOTE,0.0,0,271.79,272.09
1766134801072755876,AAPL,TRADE,272.0,2,0.0,0.0
1766134801221954546,AAPL,QUOTE,0.0,0,271.79,272.09
1766134801221955756,AAPL,TRADE,272.09,1,0.0,0.0
1766134801264274005,AAPL,TRADE,272.09,50,0.0,0.0
1766134801445018292,AAPL,TRADE,272.09,1,0.0,0.0
1766134806256474931,AAPL,QUOTE,0.0,0,271.39,272.09
1766134806256533182,AAPL,TRADE,272.01,10,0.0,0.0
1766134806256560074,AAPL,TRADE,272.01,90,0.0,0.0
1766134806256560197,AAPL,TRADE,272.0,10,0.0,0.0
1766134806362949232,AAPL,QUOTE,0.0,0,271.79,272.09
1766134807444181093,AAPL,QUOTE,0.0,0,271.32,272.09
1766134807444192621,AAPL,QUOTE,0.0,0,271.7,272.09
1766134808335888513,AAPL,QUOTE,0.0,0,271.71,272.09
1766134808456722389,AAPL,QUOTE,0.0,0,271.32,272.09
1766134808456733955,AAPL,QUOTE,0.0,0,271.62,272.09
1766134808590076446,AAPL,QUOTE,0.0,0,271.64,272.09
1766134808869198463,AAPL,TRADE,272.09,1,0.0,0.0
1766134811359287710,AAPL,QUOTE,0.0,0,271.65,272.09
1766134814304545197,AAPL,TRADE,271.97,8,0.0,0.0
1766134818260394521,AAPL,QUOTE,0.0,0,271.32,272.09
1766134820778113724,AAPL,QUOTE,0.0,0,271.32,272.0
1766134821147747494,AAPL,TRADE,271.99,11,0.0,0.0
1766134821624828460,AAPL,TRADE,271.9,16,0.0,0.0
1766134821647659604,AAPL,TRADE,271.97,4,0.0,0.0
1766134825205408644,AAPL,QUOTE,0.0,0,271.28,272.0
1766134825223234944,AAPL,TRADE,271.97,5,0.0,0.0
1766134831560123586,AAPL,TRADE,271.97,5,0.0,0.0
1766134831560487448,AAPL,TRADE,271.97,44,0.0,0.0
1766134831560487848,AAPL,QUOTE,0.0,0,271.2,272.0
1766134831560848776,AAPL,TRADE,271.98,1,0.0,0.0
1766134831561546678,AAPL,TRADE,271.97,13,0.0,0.0
1766134831563215721,AAPL,TRADE,272.0,130,0.0,0.0
1766134831563253021,AAPL,TRADE,271.97,9,0.0,0.0
1766134831563271273,AAPL,TRADE,271.97,19,0.0,0.0
1766134831563273653,AAPL,TRADE,271.97,9,0.0,0.0
1766134831563283264,AAPL,TRADE,271.97,22,0.0,0.0
1766134831563291264,AAPL,QUOTE,0.0,0,271.2,272.09
1766134831563291553,AAPL,TRADE,271.97,23,0.0,0.0
1766134831563295181,AAPL,TRADE,272.0,50,0.0,0.0
1766134831563295232,AAPL,TRADE,272.0,30,0.0,0.0
1766134831563296557,AAPL,TRADE,272.0,20,0.0,0.0
1766134831563314203,AAPL,QUOTE,0.0,0,271.68,272.09
1766134831563380966,AAPL,QUOTE,0.0,0,271.2,272.09
1766134831564538507,AAPL,TRADE,272.0,1,0.0,0.0
1766134831564562231,AAPL,TRADE,272.0,9,0.0,0.0
1766134831564575070,AAPL,TRADE,272.0,3,0.0,0.0
1766134831564610465,AAPL,TRADE,272.0,1,0.0,0.0
1766134831564652663,AAPL,TRADE,272.0,3,0.0,0.0
1766134831564655995,AAPL,TRADE,272.0,2,0.0,0.0
1766134831564670761,AAPL,TRADE,272.0,1,0.0,0.0
1766134831608289411,AAPL,TRADE,271.98,1,0.0,0.0
1766134831829022136,AAPL,QUOTE,0.0,0,271.24,272.09
1766134834701065212,AAPL,TRADE,272.09,15,0.0,0.0
1766134834702955879,AAPL,TRADE,272.09,5,0.0,0.0
1766134834741397560,AAPL,TRADE,272.09,15,0.0,0.0
1766134842209084892,AAPL,QUOTE,0.0,0,271.3,272.09
1766134845510847248,AAPL,QUOTE,0.0,0,271.42,272.09
1766134851378294900,AAPL,TRADE,272.09,6,0.0,0.0
1766134851378440063,AAPL,TRADE,272.09,112,0.0,0.0
1766134851378441718,AAPL,QUOTE,0.0,0,271.42,272.19
1766134851378872797,AAPL,TRADE,272.1,1,0.0,0.0
1766134851378883187,AAPL,TRADE,272.1,11,0.0,0.0
1766134851378883748,AAPL,QUOTE,0.0,0,271.42,272.25
1766134851378935339,AAPL,TRADE,272.1,2,0.0,0.0
1766134851378995978,AAPL,TRADE,272.1,1,0.0,0.0
1766134851379137900,AAPL,TRADE,272.1,2,0.0,0.0
1766134851379187972,AAPL,TRADE,272.1,1,0.0,0.0
1766134851379197348,AAPL,TRADE,272.1,13,0.0,0.0
1766134856044763733,AAPL,TRADE,272.19,2,0.0,0.0
1766134856045192616,AAPL,TRADE,272.19,3,0.0,0.0
